,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Time,Month,Year,cluster_num
5267,3,0,0,0,12.3,15.15,65,11.0014,4,10,2012,1
5268,2,0,1,0,17.22,21.21,67,12.998,22,4,2011,1
5269,2,0,0,0,25.42,31.06,57,16.9979,21,4,2012,0
5270,3,1,0,0,22.96,26.515,64,19.0012,17,11,2012,0
5271,2,0,1,0,13.94,15.15,53,22.0028,3,4,2012,2
5272,2,0,1,0,26.24,31.06,38,32.9975,11,6,2012,0
5273,3,0,1,3,13.12,15.91,76,12.998,11,12,2012,1
5274,2,0,0,0,28.7,33.335,74,7.0015,19,6,2011,1
5275,3,0,1,0,13.94,16.665,61,11.0014,6,11,2012,2
5276,2,0,0,3,21.32,25.0,94,8.9981,11,5,2011,1
5277,2,0,1,3,23.78,27.275,78,19.0012,14,5,2011,1
5278,1,0,1,0,9.84,12.88,70,6.0032,5,2,2012,1
5279,1,0,1,0,9.02,10.605,51,15.0013,10,2,2012,2
5280,3,0,0,0,11.48,13.635,81,12.998,7,11,2012,1
5281,3,0,1,0,14.76,18.18,87,6.0032,23,11,2011,1
5282,0,0,1,0,27.88,31.82,51,0.0,23,8,2011,0
5283,0,0,0,0,18.86,22.725,72,11.0014,5,9,2011,1
5284,2,0,0,3,21.32,25.0,100,0.0,4,5,2011,1
5285,2,0,1,0,31.16,37.12,75,11.0014,22,6,2011,1
5286,2,0,1,0,20.5,24.24,68,0.0,2,6,2012,1
5287,3,0,1,3,13.12,15.15,45,16.9979,18,12,2011,2
5288,2,0,0,0,28.7,33.335,79,8.9981,0,6,2011,1
5289,3,0,0,0,14.76,18.18,66,6.0032,10,11,2011,1
5290,0,0,1,0,26.24,29.545,78,11.0014,9,9,2011,1
5291,2,0,1,2,24.6,28.79,78,12.998,23,6,2012,1
5292,1,0,1,0,21.32,25.0,23,16.9979,11,2,2011,2
5293,0,0,0,3,26.24,28.79,83,15.0013,0,8,2012,1
5294,2,0,1,3,22.14,25.76,49,22.0028,10,5,2011,0
5295,1,0,1,2,13.94,17.425,100,7.0015,1,3,2011,1
5296,1,0,1,3,11.48,15.15,61,6.0032,1,2,2012,2
5297,2,0,0,3,29.52,34.09,62,8.9981,18,6,2011,0
5298,0,0,1,0,31.16,33.335,33,19.9995,15,7,2011,0
5299,0,0,1,0,28.7,33.335,74,11.0014,21,9,2012,1
5300,2,0,0,0,18.86,22.725,82,7.0015,13,4,2011,1
5301,0,0,0,0,28.7,32.575,48,15.0013,9,8,2012,0
5302,3,0,1,2,18.04,21.97,100,0.0,8,12,2011,1
5303,2,0,1,3,23.78,27.275,83,6.0032,21,5,2012,1
5304,0,0,1,0,28.7,32.575,65,12.998,22,8,2011,0
5305,0,0,0,0,30.34,34.85,70,16.9979,14,8,2011,1
5306,0,0,0,0,24.6,28.79,78,16.9979,5,8,2012,1
5307,3,0,1,0,9.84,10.605,65,19.0012,7,11,2012,2
5308,2,0,1,0,12.3,15.91,61,6.0032,6,4,2012,2
5309,1,0,0,0,12.3,13.635,28,22.0028,11,2,2011,2
5310,1,0,1,2,13.12,16.665,76,6.0032,12,2,2012,1
5311,1,0,1,3,9.84,12.88,60,7.0015,18,2,2011,2
5312,0,0,1,3,32.8,37.12,49,11.0014,23,8,2011,0
5313,0,0,1,3,29.52,34.85,79,12.998,3,8,2012,1
5314,3,0,1,3,17.22,21.21,82,11.0014,1,11,2011,1
5315,0,0,1,0,34.44,37.12,39,11.0014,11,7,2011,0
5316,0,0,1,0,34.44,40.15,53,0.0,18,7,2012,0
5317,0,1,0,0,29.52,34.09,76,7.0015,21,9,2012,1
5318,3,0,1,0,24.6,31.06,53,23.9994,20,11,2011,0
5319,0,0,1,3,28.7,33.335,74,8.9981,7,8,2012,1
5320,1,0,1,0,10.66,15.15,22,0.0,17,3,2011,2
5321,2,0,1,0,15.58,19.695,76,8.9981,0,4,2011,1
5322,2,0,0,0,13.94,15.91,34,16.9979,8,4,2012,2
5323,3,0,1,2,23.78,27.275,83,7.0015,7,10,2012,1
5324,0,0,1,0,22.14,25.76,77,6.0032,1,9,2012,1
5325,0,0,1,0,26.24,29.545,78,22.0028,9,8,2011,1
5326,2,0,0,0,28.7,32.575,51,7.0015,10,6,2012,0
5327,1,0,0,0,9.84,12.88,81,6.0032,5,2,2012,1
5328,1,1,0,3,8.2,9.85,47,15.0013,0,1,2011,2
5329,1,0,1,3,9.02,11.365,80,11.0014,18,1,2011,1
5330,0,0,0,0,27.06,30.305,78,12.998,7,7,2011,1
5331,1,0,0,0,8.2,8.335,34,31.0009,16,2,2012,2
5332,1,1,0,3,9.02,10.605,44,19.0012,22,1,2012,2
5333,1,0,1,0,12.3,15.91,28,6.0032,16,1,2011,2
5334,2,0,1,0,17.22,21.21,77,11.0014,5,5,2011,1
5335,2,0,1,2,20.5,24.24,82,12.998,3,6,2012,1
5336,3,0,1,3,15.58,19.695,54,7.0015,16,12,2011,2
5337,0,1,0,0,32.8,36.365,46,0.0,10,7,2012,0
5338,3,0,1,0,22.96,26.515,46,6.0032,13,10,2011,0
5339,1,0,0,0,25.42,31.06,53,6.0032,14,3,2012,0
5340,2,0,1,3,30.34,35.605,79,16.9979,20,6,2011,1
5341,0,0,1,0,30.34,36.365,74,6.0032,20,7,2011,1
5342,0,0,1,0,26.24,30.305,65,8.9981,19,9,2012,0
5343,1,0,0,0,10.66,15.15,60,0.0,21,2,2011,2
5344,0,0,1,3,25.42,29.545,78,12.998,7,9,2011,1
5345,2,0,0,0,16.4,20.455,43,27.9993,10,4,2011,2
5346,3,0,1,3,28.7,33.335,74,7.0015,13,10,2012,1
5347,2,0,1,0,28.7,31.82,37,23.9994,18,6,2011,0
5348,3,0,0,0,16.4,20.455,62,19.0012,12,11,2012,2
5349,2,0,1,2,13.94,16.665,76,11.0014,2,4,2011,1
5350,3,0,1,3,23.78,27.275,83,15.0013,19,10,2011,1
5351,2,0,0,2,27.06,31.06,74,12.998,15,5,2012,1
5352,0,0,1,0,31.16,34.85,55,0.0,7,7,2012,0
5353,0,0,0,3,27.06,31.06,69,16.9979,9,9,2011,1
5354,1,0,1,0,4.92,6.06,50,19.0012,6,1,2011,2
5355,1,0,1,0,8.2,7.575,80,35.0008,4,3,2011,1
5356,1,0,0,0,18.86,22.725,33,11.0014,19,3,2012,2
5357,2,0,1,3,25.42,31.06,33,0.0,14,5,2011,0
5358,2,0,1,0,26.24,30.305,69,15.0013,14,5,2011,1
5359,3,0,1,3,22.96,26.515,46,39.0007,19,10,2012,2
5360,0,0,1,0,22.96,26.515,64,6.0032,22,9,2012,0
5361,0,0,1,3,26.24,30.305,65,19.0012,13,9,2011,0
5362,3,0,1,3,18.04,21.97,58,19.0012,8,12,2012,2
5363,2,0,1,0,20.5,24.24,27,26.0027,17,4,2012,2
5364,2,0,1,0,25.42,29.545,78,0.0,22,5,2012,1
5365,3,0,1,2,18.04,21.97,88,26.0027,20,11,2011,1
5366,3,0,1,0,21.32,25.0,77,12.998,20,10,2012,1
5367,3,0,1,0,9.84,10.605,52,26.0027,9,12,2011,2
5368,2,0,1,0,16.4,20.455,66,15.0013,5,5,2011,1
5369,1,0,1,0,7.38,7.575,47,27.9993,19,1,2011,2
5370,2,0,0,0,27.06,31.06,36,8.9981,11,6,2011,0
5371,0,0,1,0,29.52,33.335,64,0.0,6,8,2011,0
5372,1,1,0,3,8.2,9.85,44,12.998,1,1,2011,2
5373,2,0,0,3,29.52,33.335,58,6.0032,11,6,2011,0
5374,2,0,0,0,24.6,31.06,46,6.0032,8,6,2011,0
5375,2,0,0,3,15.58,19.695,87,6.0032,0,4,2011,1
5376,3,0,0,3,15.58,19.695,66,16.9979,17,11,2012,1
5377,1,0,1,0,13.12,14.395,36,27.9993,14,3,2011,2
5378,3,0,1,0,22.96,26.515,49,6.0032,12,10,2011,0
5379,0,0,1,2,27.06,29.545,94,6.0032,3,8,2011,1
5380,0,0,0,0,31.16,33.335,37,12.998,12,8,2012,0
5381,2,1,0,0,21.32,25.0,55,12.998,11,4,2011,0
5382,3,0,1,2,18.86,22.725,72,11.0014,16,12,2011,1
5383,2,0,1,3,26.24,31.06,57,16.9979,16,5,2011,0
5384,1,1,0,3,7.38,8.335,43,16.9979,2,1,2011,2
5385,0,0,1,3,30.34,34.85,70,23.9994,10,7,2011,1
5386,3,0,0,3,12.3,15.15,70,11.0014,0,11,2012,1
5387,1,0,1,3,16.4,20.455,76,16.9979,15,3,2011,1
5388,2,0,1,3,20.5,24.24,82,12.998,8,5,2012,1
5389,0,0,1,0,28.7,33.335,79,16.9979,4,7,2011,1
5390,3,0,0,0,14.76,18.94,50,0.0,12,12,2011,2
5391,2,0,1,3,22.14,25.76,88,16.9979,1,5,2011,1
5392,2,0,0,0,12.3,15.91,61,7.0015,1,4,2011,2
5393,3,0,1,2,18.04,21.97,88,19.0012,21,11,2011,1
5394,0,0,1,0,31.16,35.605,58,7.0015,22,8,2011,0
5395,1,0,1,0,17.22,21.21,32,19.0012,15,2,2012,2
5396,0,0,0,0,28.7,31.82,45,7.0015,20,8,2012,0
5397,2,0,1,0,20.5,24.24,27,32.9975,10,4,2012,2
5398,2,0,1,0,17.22,21.21,94,0.0,4,5,2011,1
5399,2,0,1,0,20.5,24.24,34,11.0014,20,5,2011,2
5400,0,0,1,3,27.88,31.82,61,7.0015,11,9,2012,0
5401,2,0,1,0,22.14,25.76,24,11.0014,19,4,2012,2
5402,1,0,1,3,9.02,12.88,80,6.0032,14,2,2011,1
5403,0,0,1,2,24.6,27.275,88,12.998,17,9,2012,1
5404,2,0,1,0,27.88,31.82,83,12.998,19,6,2012,1
5405,3,0,0,0,21.32,25.0,27,22.0028,18,11,2011,2
5406,0,0,1,0,26.24,30.305,65,16.9979,13,9,2012,0
5407,1,0,1,0,6.56,9.09,28,8.9981,18,2,2011,2
5408,2,0,0,0,17.22,21.21,77,7.0015,2,5,2011,1
5409,1,0,1,0,8.2,9.09,32,22.0028,6,2,2011,2
5410,1,0,1,2,18.04,21.97,0,19.9995,14,3,2011,2
5411,1,0,0,0,9.84,12.88,75,7.0015,8,1,2012,1
5412,0,0,1,0,30.34,32.575,33,7.0015,10,8,2011,0
5413,0,0,1,0,35.26,12.12,34,27.9993,14,8,2012,2
5414,2,0,1,2,30.34,34.09,58,30.0026,16,6,2012,0
5415,0,0,0,3,27.06,29.545,89,7.0015,19,8,2012,1
5416,2,0,0,0,22.96,26.515,49,6.0032,10,5,2012,0
5417,1,0,1,0,12.3,15.15,70,8.9981,6,2,2011,1
5418,1,0,1,0,9.02,9.85,29,30.0026,9,2,2011,2
5419,2,0,1,0,24.6,31.06,43,16.9979,7,4,2012,0
5420,2,0,1,0,31.16,35.605,58,11.0014,9,6,2011,0
5421,3,0,1,3,20.5,24.24,51,6.0032,11,10,2012,0
5422,3,1,0,0,23.78,27.275,60,19.0012,14,11,2012,0
5423,0,0,0,3,29.52,33.335,48,6.0032,0,7,2012,0
5424,3,0,0,0,13.12,15.15,66,15.0013,3,10,2012,1
5425,0,0,0,0,24.6,28.79,78,11.0014,6,7,2011,1
5426,0,0,0,0,32.8,36.365,46,19.0012,15,8,2012,0
5427,3,0,0,3,14.76,17.425,93,8.9981,23,12,2012,1
5428,0,0,1,2,27.06,30.305,83,15.0013,7,7,2012,1
5429,1,0,1,3,17.22,21.21,58,19.0012,21,3,2011,2
5430,1,0,1,0,10.66,11.365,70,22.0028,6,2,2011,1
5431,1,0,1,3,13.12,15.15,57,19.9995,10,3,2011,2
5432,1,0,0,0,13.94,15.15,42,23.9994,12,3,2012,2
5433,1,0,1,3,9.02,12.88,60,6.0032,9,3,2012,2
5434,0,0,1,0,29.52,33.335,71,19.9995,10,8,2011,1
5435,3,1,0,0,12.3,15.91,45,6.0032,23,11,2011,2
5436,0,0,1,3,29.52,33.335,54,27.9993,3,7,2012,0
5437,1,0,1,3,7.38,9.85,43,11.0014,22,1,2011,2
5438,3,0,0,3,16.4,20.455,82,12.998,22,12,2012,1
5439,3,0,1,0,18.86,22.725,44,32.9975,15,12,2012,2
5440,3,0,0,0,10.66,12.12,60,19.0012,7,11,2011,2
5441,3,0,0,2,15.58,19.695,94,6.0032,19,12,2012,1
5442,0,0,1,0,26.24,28.79,83,0.0,4,8,2011,1
5443,2,0,0,3,14.76,17.425,81,15.0013,0,4,2011,1
5444,0,0,1,0,25.42,30.305,69,0.0,2,7,2011,1
5445,3,0,1,0,9.02,13.635,80,0.0,4,12,2011,1
5446,2,0,1,0,12.3,14.395,49,19.0012,7,4,2012,2
5447,1,0,1,0,9.84,12.12,60,8.9981,1,1,2012,2
5448,0,0,1,0,32.8,39.395,63,11.0014,19,8,2012,0
5449,3,0,1,0,13.94,16.665,61,8.9981,3,11,2012,2
5450,2,0,1,0,26.24,30.305,23,16.9979,19,5,2012,0
5451,1,0,0,3,18.04,21.97,88,6.0032,9,3,2012,1
5452,1,0,1,0,9.84,12.12,52,8.9981,2,3,2011,2
5453,2,0,0,0,18.86,22.725,59,8.9981,5,5,2011,2
5454,2,0,1,3,31.16,34.85,52,16.9979,11,6,2011,0
5455,2,0,1,0,32.8,36.365,43,16.9979,17,6,2011,0
5456,1,0,1,2,19.68,23.485,82,6.0032,18,3,2012,1
5457,2,0,0,0,23.78,27.275,83,0.0,3,5,2012,1
5458,0,0,0,3,26.24,30.305,69,7.0015,8,8,2012,1
5459,2,0,1,0,25.42,28.79,83,0.0,4,6,2011,1
5460,0,0,1,0,30.34,33.335,51,0.0,2,7,2012,0
5461,1,0,0,3,12.3,14.395,36,19.0012,2,2,2012,2
5462,3,0,0,0,12.3,14.395,52,19.0012,22,11,2012,2
5463,1,0,1,0,9.84,14.395,52,0.0,21,2,2011,2
5464,2,0,0,3,22.14,25.76,88,0.0,2,6,2012,1
5465,1,0,0,0,9.02,10.605,51,19.0012,10,1,2011,2
5466,1,1,0,0,11.48,13.635,36,16.9979,12,1,2012,2
5467,0,0,1,0,30.34,34.09,58,15.0013,12,9,2011,0
5468,1,0,0,0,9.84,12.12,60,8.9981,3,3,2012,2
5469,1,0,1,0,6.56,9.09,59,7.0015,8,3,2012,2
5470,3,0,1,3,15.58,19.695,43,19.9995,19,11,2012,2
5471,2,0,0,0,27.88,31.82,36,19.0012,13,6,2012,0
5472,0,0,1,0,25.42,29.545,78,12.998,8,9,2011,1
5473,1,0,1,3,10.66,12.12,87,16.9979,9,3,2011,1
5474,3,0,0,0,13.12,17.425,81,0.0,2,11,2012,1
5475,3,0,1,3,13.12,15.15,49,15.0013,18,12,2012,2
5476,1,0,1,0,8.2,9.09,32,23.9994,8,2,2011,2
5477,3,0,1,3,27.06,31.06,74,0.0,21,10,2012,1
5478,3,0,1,0,12.3,15.15,75,11.0014,21,12,2012,1
5479,2,0,1,3,16.4,20.455,76,12.998,22,4,2011,1
5480,1,0,1,0,22.14,25.76,37,30.0026,15,3,2012,2
5481,3,0,1,0,27.06,31.06,61,16.9979,14,10,2012,0
5482,3,0,1,0,13.94,16.665,46,8.9981,13,11,2012,2
5483,0,0,0,3,33.62,38.635,52,6.0032,13,9,2012,0
5484,0,0,1,0,33.62,35.605,32,15.0013,16,8,2012,0
5485,1,0,1,0,9.02,9.09,32,39.0007,17,2,2011,2
5486,2,0,1,3,21.32,25.0,87,19.0012,14,5,2011,1
5487,0,0,1,0,25.42,31.06,53,8.9981,4,8,2011,0
5488,0,1,0,3,27.88,31.82,79,19.0012,15,9,2011,1
5489,1,0,0,2,12.3,12.88,100,32.9975,19,3,2011,1
5490,2,0,1,3,12.3,14.395,93,15.0013,23,4,2011,1
5491,3,0,1,0,16.4,20.455,82,7.0015,6,10,2011,1
5492,2,0,1,0,18.86,22.725,41,19.0012,22,4,2011,2
5493,3,0,1,2,22.14,25.76,94,19.9995,3,10,2011,1
5494,1,0,1,0,13.94,14.395,42,36.9974,18,2,2011,2
5495,2,0,1,0,16.4,20.455,50,15.0013,0,4,2011,2
5496,1,0,1,0,14.76,17.425,46,12.998,11,2,2012,2
5497,1,0,1,2,13.94,16.665,93,12.998,23,3,2011,1
5498,3,0,1,0,18.04,21.97,88,16.9979,7,10,2012,1
5499,2,0,1,3,26.24,31.06,33,6.0032,15,5,2011,0
5500,2,0,1,0,14.76,16.665,50,23.9994,13,4,2011,2
5501,2,0,0,0,33.62,34.85,23,12.998,14,6,2012,0
5502,1,0,0,3,4.1,3.03,58,39.0007,2,2,2012,2
5503,3,0,1,0,25.42,28.79,83,12.998,21,10,2011,1
5504,3,0,1,0,19.68,23.485,63,12.998,1,10,2011,1
5505,2,0,0,0,25.42,28.03,88,7.0015,6,6,2011,1
5506,0,0,1,3,31.16,34.85,55,6.0032,5,8,2011,0
5507,2,0,1,0,18.86,22.725,36,19.9995,13,4,2012,2
5508,0,0,1,0,27.06,30.305,83,6.0032,6,8,2011,1
5509,1,0,1,3,12.3,16.665,70,0.0,4,2,2012,1
5510,0,0,0,0,41.0,43.18,19,11.0014,16,7,2012,0
5511,0,0,1,0,29.52,34.09,70,8.9981,4,7,2011,1
5512,2,0,1,3,22.96,26.515,83,19.0012,8,5,2011,1
5513,0,0,1,0,28.7,32.575,61,19.0012,1,7,2011,0
5514,0,1,0,0,32.8,36.365,46,0.0,14,7,2011,0
5515,3,0,1,0,10.66,12.12,56,16.9979,3,12,2011,2
5516,2,0,1,0,25.42,30.305,69,30.0026,15,5,2011,1
5517,2,0,1,0,23.78,27.275,64,12.998,16,5,2011,0
5518,0,0,1,3,31.98,35.605,49,11.0014,2,8,2011,0
5519,3,0,0,0,13.94,17.425,87,7.0015,23,12,2011,1
5520,2,0,1,0,13.94,16.665,61,11.0014,3,4,2012,2
5521,0,0,1,0,28.7,33.335,79,6.0032,5,7,2011,1
5522,3,0,1,3,13.12,15.15,45,19.0012,17,12,2011,2
5523,1,0,0,0,5.74,7.575,43,11.0014,22,2,2012,2
5524,3,0,1,0,13.94,15.91,61,19.0012,12,11,2012,2
5525,1,0,1,0,14.76,17.425,46,15.0013,14,2,2012,2
5526,0,0,0,0,33.62,37.88,46,16.9979,16,8,2012,0
5527,2,0,1,0,13.94,17.425,71,7.0015,6,4,2012,1
5528,3,0,1,0,10.66,12.88,81,12.998,10,12,2012,1
5529,2,0,1,3,29.52,34.85,79,12.998,8,6,2011,1
5530,2,0,1,0,26.24,30.305,65,12.998,14,5,2012,0
5531,3,0,1,2,13.94,14.395,87,43.0006,20,12,2011,1
5532,0,0,1,0,22.14,25.76,52,8.9981,22,9,2012,0
5533,0,0,0,0,26.24,30.305,69,11.0014,8,9,2011,1
5534,0,0,1,0,31.16,35.605,62,6.0032,22,7,2012,0
5535,2,0,0,3,27.06,30.305,78,0.0,5,6,2011,1
5536,2,0,0,3,21.32,25.0,94,6.0032,9,5,2011,1
5537,2,0,1,0,20.5,24.24,29,19.0012,17,4,2012,2
5538,2,0,1,0,22.14,25.76,22,19.0012,12,4,2012,2
5539,3,0,1,0,10.66,13.635,52,7.0015,22,11,2011,2
5540,3,0,1,0,18.86,22.725,82,7.0015,3,10,2011,1
5541,1,0,1,3,8.2,9.85,40,15.0013,11,1,2011,2
5542,0,0,1,0,33.62,39.395,56,12.998,12,8,2011,0
5543,0,0,1,0,33.62,37.88,46,7.0015,17,7,2011,0
5544,2,0,1,0,18.86,22.725,41,8.9981,1,4,2012,2
5545,2,0,1,0,27.88,31.82,69,11.0014,3,6,2011,1
5546,1,0,1,3,6.56,9.85,80,6.0032,15,1,2011,1
5547,0,0,0,0,26.24,28.79,83,6.0032,7,8,2012,1
5548,1,0,1,0,2.46,5.305,45,7.0015,5,2,2011,2
5549,0,0,1,0,28.7,33.335,74,8.9981,0,7,2011,1
5550,1,0,0,0,10.66,12.88,93,11.0014,7,1,2012,1
5551,2,0,0,0,27.06,30.305,78,15.0013,0,6,2011,1
5552,0,0,1,2,26.24,28.79,89,16.9979,6,7,2012,1
5553,3,0,1,3,13.94,15.91,87,19.0012,5,11,2012,1
5554,0,0,0,0,31.98,34.85,46,19.9995,11,7,2011,0
5555,0,0,1,0,33.62,35.605,26,0.0,17,8,2011,0
5556,1,0,0,0,5.74,7.575,50,8.9981,5,1,2012,2
5557,1,0,1,3,9.84,12.12,70,11.0014,21,2,2011,1
5558,0,0,1,0,33.62,37.12,43,12.998,20,7,2011,0
5559,2,0,1,0,22.96,26.515,83,7.0015,2,4,2012,1
5560,3,0,1,3,24.6,30.305,60,12.998,15,10,2012,0
5561,3,0,1,0,10.66,15.15,81,0.0,21,12,2011,1
5562,2,0,1,3,21.32,25.0,48,7.0015,9,5,2011,0
5563,2,0,1,3,21.32,25.0,83,15.0013,3,6,2012,1
5564,0,0,1,0,22.14,25.76,52,0.0,23,9,2012,0
5565,2,0,1,2,9.84,11.365,93,15.0013,5,4,2011,1
5566,0,0,1,0,34.44,38.635,47,12.998,21,7,2012,0
5567,1,0,1,0,9.02,12.88,75,6.0032,0,1,2012,1
5568,0,0,0,0,27.06,29.545,89,16.9979,0,9,2012,1
5569,0,0,1,0,32.8,36.365,43,7.0015,12,7,2011,0
5570,2,0,1,0,14.76,15.91,71,31.0009,6,4,2012,1
5571,1,0,1,2,13.12,15.91,81,12.998,14,2,2012,1
5572,3,0,0,0,16.4,20.455,82,11.0014,6,10,2012,1
5573,0,0,0,0,22.96,26.515,49,27.9993,8,9,2012,0
5574,1,0,1,0,8.2,9.85,59,15.0013,9,2,2012,2
5575,3,0,0,0,18.86,22.725,82,0.0,8,10,2011,1
5576,1,0,0,3,14.76,16.665,66,19.9995,12,1,2011,1
5577,1,0,1,0,8.2,11.365,47,7.0015,23,2,2011,2
5578,0,0,1,3,28.7,33.335,79,12.998,8,7,2011,1
5579,1,0,1,0,13.12,15.91,57,12.998,4,2,2011,2
5580,0,0,0,3,27.06,29.545,89,11.0014,22,8,2012,1
5581,3,0,1,2,22.14,25.76,88,22.0028,12,10,2011,1
5582,3,0,1,2,22.96,26.515,94,11.0014,16,10,2011,1
5583,0,0,0,0,25.42,29.545,73,11.0014,6,7,2011,1
5584,2,0,1,3,26.24,31.06,47,15.0013,23,4,2011,0
5585,1,0,0,0,18.86,22.725,38,19.9995,18,2,2012,2
5586,2,0,1,0,26.24,31.06,57,15.0013,2,6,2012,0
5587,2,0,1,3,18.04,21.97,72,7.0015,8,4,2012,1
5588,0,0,1,3,28.7,33.335,79,0.0,8,8,2012,1
5589,2,0,1,0,18.86,22.725,88,7.0015,6,5,2012,1
5590,0,0,0,0,24.6,29.545,73,16.9979,3,9,2012,1
5591,0,0,1,3,28.7,33.335,84,7.0015,7,9,2012,1
5592,0,0,1,0,35.26,39.395,44,6.0032,14,7,2012,0
5593,0,0,1,3,27.06,31.06,69,19.9995,12,9,2011,1
5594,1,0,1,3,6.56,6.82,69,22.0028,10,1,2011,1
5595,3,0,1,0,20.5,24.24,68,0.0,22,10,2011,1
5596,2,0,0,0,23.78,27.275,49,6.0032,11,5,2011,0
5597,3,0,0,3,15.58,19.695,76,8.9981,14,12,2012,1
5598,2,0,1,0,11.48,13.635,56,12.998,5,4,2012,2
5599,2,0,0,0,29.52,34.09,62,12.998,10,6,2011,0
5600,2,0,1,3,20.5,24.24,94,16.9979,7,5,2012,1
5601,3,0,1,2,25.42,27.275,94,7.0015,21,10,2012,1
5602,2,0,0,0,23.78,27.275,56,6.0032,23,5,2012,0
5603,1,0,1,2,17.22,21.21,0,15.0013,12,3,2011,2
5604,3,0,1,0,22.96,26.515,54,26.0027,1,10,2011,0
5605,2,0,1,2,22.96,26.515,88,15.0013,4,5,2012,1
5606,3,0,0,0,12.3,14.395,75,16.9979,8,11,2012,1
5607,0,0,0,0,25.42,30.305,61,16.9979,9,9,2012,0
5608,3,0,0,0,18.86,22.725,36,12.998,13,10,2012,2
5609,3,0,1,3,17.22,21.21,82,11.0014,0,12,2012,1
5610,3,0,1,3,12.3,15.15,70,11.0014,10,12,2011,1
5611,1,0,0,2,9.02,13.635,100,0.0,14,2,2011,1
5612,1,0,1,3,7.38,9.85,93,11.0014,10,1,2012,1
5613,0,0,0,3,22.14,25.76,68,6.0032,21,9,2011,1
5614,3,0,1,0,9.84,14.395,75,0.0,2,12,2011,1
5615,1,0,1,3,8.2,11.365,86,6.0032,20,1,2012,1
5616,3,0,0,0,12.3,15.15,52,11.0014,0,11,2012,2
5617,1,0,1,0,13.94,15.91,42,16.9979,10,3,2011,2
5618,3,0,1,0,13.94,15.91,31,15.0013,13,11,2011,2
5619,0,0,0,3,31.16,35.605,58,12.998,9,9,2012,0
5620,3,0,0,3,22.96,26.515,68,19.0012,23,10,2012,1
5621,2,0,1,0,18.04,21.97,58,6.0032,3,4,2012,2
5622,2,0,1,0,24.6,31.06,46,19.0012,16,4,2011,0
5623,2,0,0,3,20.5,24.24,88,7.0015,6,5,2011,1
5624,3,0,1,2,22.14,25.76,70,32.9975,8,10,2011,1
5625,3,0,1,2,19.68,23.485,94,7.0015,15,11,2011,1
5626,2,0,0,3,22.96,26.515,83,7.0015,1,6,2012,1
5627,3,0,1,3,17.22,21.21,71,31.0009,9,11,2011,1
5628,0,0,0,0,23.78,27.275,94,11.0014,6,9,2011,1
5629,3,0,1,0,10.66,12.12,48,19.0012,1,12,2012,2
5630,3,0,1,0,18.04,21.97,77,11.0014,7,10,2012,1
5631,0,0,1,3,20.5,24.24,77,8.9981,3,9,2011,1
5632,3,0,1,0,6.56,9.09,80,7.0015,6,12,2012,1
5633,0,0,1,0,29.52,33.335,58,7.0015,9,8,2011,0
5634,2,0,1,3,32.8,35.605,41,23.9994,17,6,2012,0
5635,1,0,1,0,13.94,15.15,36,19.9995,15,3,2012,2
5636,0,0,1,0,29.52,34.85,79,0.0,21,9,2012,1
5637,3,0,1,0,22.14,25.76,41,22.0028,15,10,2012,0
5638,1,0,1,0,18.86,22.725,28,19.0012,17,2,2011,2
5639,2,0,1,0,18.86,22.725,51,15.0013,20,4,2011,2
5640,3,0,1,3,15.58,19.695,94,7.0015,5,12,2012,1
5641,1,0,0,0,9.84,10.605,38,19.9995,15,1,2012,2
5642,3,0,1,3,15.58,19.695,87,0.0,5,11,2011,1
5643,1,0,1,0,7.38,9.09,55,12.998,10,1,2011,2
5644,3,0,0,0,13.94,16.665,81,11.0014,11,12,2011,1
5645,3,0,1,3,21.32,25.0,88,8.9981,4,10,2011,1
5646,0,0,1,0,36.08,40.91,42,16.9979,15,8,2012,0
5647,0,0,0,2,26.24,28.79,89,15.0013,2,8,2011,1
5648,1,0,1,3,6.56,9.09,69,7.0015,1,2,2011,1
5649,2,0,0,3,20.5,24.24,88,8.9981,8,5,2012,1
5650,1,0,0,0,6.56,6.06,40,35.0008,11,1,2011,2
5651,3,0,1,0,17.22,21.21,71,6.0032,8,10,2012,1
5652,0,0,0,0,27.88,31.82,89,8.9981,5,7,2012,1
5653,2,0,0,0,28.7,31.82,34,19.9995,16,6,2012,0
5654,0,0,1,0,32.8,37.88,55,11.0014,23,7,2012,0
5655,1,0,1,0,9.84,9.85,30,31.0009,1,3,2011,2
5656,2,0,1,0,21.32,25.0,68,0.0,1,6,2012,1
5657,0,0,1,3,28.7,33.335,74,8.9981,23,8,2011,1
5658,3,0,1,0,9.02,13.635,80,0.0,5,12,2011,1
5659,0,0,1,3,27.06,30.305,83,12.998,10,7,2012,1
5660,1,0,1,0,13.12,15.15,45,19.9995,6,2,2012,2
5661,1,0,1,0,27.88,31.82,39,11.0014,18,3,2011,0
5662,0,0,0,0,27.06,30.305,78,15.0013,2,8,2011,1
5663,1,0,1,0,12.3,13.635,70,31.0009,0,3,2011,1
5664,2,0,1,3,22.14,25.76,68,15.0013,7,4,2011,1
5665,0,0,1,0,31.16,37.12,75,15.0013,18,9,2012,1
5666,3,0,1,3,22.14,25.76,88,26.0027,8,10,2011,1
5667,3,0,1,2,25.42,27.275,94,0.0,0,10,2012,1
